data,target 
"b'In POPL 2002, Petrank and Rawitz showed a universal result---finding\noptimal data placement is not only NP-hard but also impossible to\napproximate within a constant factor if P &lt;&gt; NP.  Here we study a\nrecently published concept called reference affinity, which\ncharacterizes a group of data that are always accessed together in\ncomputation.  On the theoretical side, we give the complexity for\nfinding reference affinity in program traces, using a novel reduction\nthat converts the notion of distance into satisfiability.  We also\nprove that reference affinity automatically captures the hierarchical\nlocality in divide-and-conquer computations including matrix solvers\nand N-body simulation.  The proof establishes formal links between\ncomputation patterns in time and locality relations in space.\n\nOn the practical side, we show that efficient heuristics exist.  In\nparticular, we present a sampling method and show that it is more\neffective than the previously published technique, especially for data\nthat are often but not always accessed together.  We show the effect\non generated and real traces.  These theoretical and empirical\nresults demonstrate that effective data placement is still attainable\nin general-purpose programs because common (albeit not all) locality\npatterns can be precisely modeled and efficiently analyzed.'",3
"b'We consider word alignment within the ""bag-of-words"" framework of\nIBM Model 1, and explore alternative optimization criteria and\nsolutions and show that neither the EM nor the probabilistic\nconstraint is necessary for learning good parameters.'",0
"b'We provide an overview of some recent progress on the complexity of\nelection systems.  The issues studied include the complexity of the\nwinner, manipulation, bribery, and control problems.'",3
"b'This paper describes how well prosodic information correlates with the\ntopic structure of a cooperative dialogue. To investigate this correlation\nsystematically, first we introduce the notion of utterance unit (UU)\nas a basic unit in conversations. We define the utterance unit by\nemploying four principles. The grammatical principle is a syntactic\ncriterion in which the UU boundary is set wherever the period can be placed.\nThe pragmatic principle says that each UU corresponds to a basic speech act.\nIn other words, if two neighboring phrases correspond to different\nspeech acts (for instance, acknowledgment and request),\nthey should be taken as two different UUs. The conversational principle\naddresses the turn-taking aspect of conversations. A UU boundary should\nbe placed wherever the speaker changes. Finally, the prosodic principle\nsays that whenever a medium length or longer pause (750 msec) is inserted\nbetween two phrases, they are to be taken as two different UUs.\nWe apply these principles to a speech database containing\nabout one and a half hours of collected dialogue\nto split the dialogues into a sequence of UUs.\nWe then classify the inter-UU boundaries based on the relationship\nbetween two neighboring UUs into four semantic categories:\ntopic shift, topic continuation, elaboration (or clarification), and\nspeech-act continuation.\nThe prosodic parameters measured at each boundary are the onset fundamental\nfrequency (F0), the final F0, and the F0 maximal peak declination ratio\n(the ratio of the current UUUs maximal peak to that of the preceding UU).\nOur study shows how these prosodic parameters vary depending on\nthe topic structure. Our results can be summarized as follows.\n(1) The onset F0 value tends to be higher when the topic is changed at\nthe UU boundary. (2) The final F0 value indicates finality and is much higher\n(on average) at speech-act continuation boundaries than at other boundaries.\n(3) The maximal peak declination ratio reflects the degree of subordination\nto the preceding UU. That is, this ratio is lowest at elaboration\nboundaries and highest at topic shift boundaries.\nFinally, we discuss discourse structure identification\nvia the prosodic parameters.'",0
"b""The focus of this thesis proposal is to improve the ability of a\ncomputational system to understand spoken utterances in a dialogue\nwith a human.  Available computational methods for word recognition do\nnot perform as well on spontaneous speech as we would hope.  Even a\nstate of the art recognizer achieves slightly worse than 70\\% word\naccuracy on (nearly) spontaneous speech in a conversation about a\nspecific problem.\n\nTo address this problem, I will explore novel methods for\npost-processing the output of a speech recognizer in order to\ncorrect errors.  I adopt statistical techniques for modeling the\nnoisy channel from the speaker to the listener in order to correct\nsome of the errors introduced there.  The statistical model accounts\nfor frequent errors such as simple word/word confusions and short\nphrasal problems (one-to-many word substitutions and many-to-one\nword concatenations).  To use the model, a search algorithm is\nrequired to find the most likely correction of a given word sequence\nfrom the speech recognizer.  The post-processor output should\ncontain fewer errors, thus making interpretation by higher levels,\nsuch as parsing, more reliable.\n\nSpontaneous speech is also challenging to process because it is more\nincremental than written language.  Utterances frequently form brief\nphrases and fragments rather than full sentences; they tend to come\nin installments and refinements.  Known methods for parsing do not\nperform as well as we would like in the face of these linguistic\nambiguities and idiosyncrasies.  Even state of the art algorithms\nfor parsing spontaneous language sustain high error rates.\n\nTo address the incrementality of spontaneously spoken utterances, I\nwill develop methods for segmenting a given utterance into ``chunks''\nrepresenting individual thoughts.  Given an utterance of spontaneous\nspeech, a tool for automatic prosodic feature extraction will\nanalyze the output of the error-correcting post-processor and the\nacoustic waveform to generate prosodic cues.  These cues will\naid a robust parser using a prosody-wise grammar to identify the\nincremental phrases in the utterance and to provide a syntactic analysis.\n\nThese components will augment the {\\sc Trains-95} conversational\nplanning assistant.""",0
"b'The location of objects in images is difficult owing to the view\nvariance of geometric features but can be determined by developing\nview-insensitive descriptions of the intensities local to image\npoints. View-insensitive descriptions are achieved in this work by\ndescribing points in terms of the responses of steerable filters at\nmultiple scales. Owing to the use of multiple scales, the vector for\neach point is, for all practical purposes, unique, and thus can be\neasily matched to other instances of the point in other images. We\nshow that this method can be extended to handle the case where the\narea near a point of interest is partially occluded. The method uses\na description of the occluder in the form of a template that can be\nobtained easily via active vision systems using a method such as\ndisparity filtering.'",1
"b'Supervised, neural network, learning algorithms have proven very\nsuccessful at solving a variety of learning problems. However,\nthey suffer from a common problem of requiring explicit output labels.\nThis requirement makes such algorithms implausible as biological models.\nIn this paper, it is shown that pattern classification can be achieved\nin a multi-layered, feed-forward neural network, without requiring\nexplicit output labels, by a process of supervised self-organization.\nThe class projection is achieved by optimizing appropriate\nwithin-class uniformity and between-class discernibility criteria.\nThe mapping function and the class labels are developed together iteratively\nusing the derived self-organizing back-propagation algorithm.\nThe ability of the self-organizing network to generalize on unseen data\nis also experimentally evaluated on real data sets, and compares\nfavorably with the traditional labeled supervision with neural networks.\nHowever, interesting features emerge out of the proposed\nself-organizing supervision that are absent in conventional approaches.\nThe further implications of self-organizing supervision with\nneural networks are also discussed.'",0
"b""Tracking is frequently considered a frame-to-frame operation. As such,\nobject recognition techniques are generally too slow to be used for\ntracking.  There are domains, however, where the objects of interest\ndo not move most of the time.  In these domains, it is possible to watch\nfor activity in the scene and then apply object recognition techniques\nto find the object's new location. This makes tracking a discrete process\nof watching for object disappearances and reappearances.  We have developed\na memory assistance tool that uses this approach to help people with\nslight to moderate memory loss keep track of important objects around\nthe house.  The system is currently deployed in a prototype smart home.""",1
"b'This document describes a toolkit and guidelines for the transcription\nof dialogues. The premise of these tools is that a dialogue between\ntwo people can be broken down into a series of utterance files, \neach spoken by one participant. This allows the transcription tools and\nstandards already designed for single speaker speech to be used.'",0
"b'Recognition of motion sequences is a crucial ability for\nbiological and robot vision systems. We present an architecture\nfor the higher-level processes involved in recognition of\ncomplex structured motion. The work is focused on modeling human recognition\nof Moving Light Displays. MLDs are image sequences that contain\nonly motion information at a small number of locations.\nDespite the extreme paucity of information in these displays,\nhumans can recognize MLDs generated from a variety of common\nhuman movements. This dissertation explores the high-level representations\nand computational processes required for the recognition task.\nThe structures and algorithms are articulated in the language of\nstructured connectionist models. The implemented network can\ndiscriminate three human gaits from data generated by several actors.\n\nRecognition of any motion involves indexing into stored models of movement.\nWe present a representation for such models, called scenarios,\nbased on coordinated sequences of discrete motion events. \nA method for indexing into this representation is described.\nWe develop a parallel model of spatial and conceptual attention that is\nessential for disambiguating the spatially and temporally diffuse MLD data.\nThe major computational problems addressed are: (1) representation\nof time-varying visual models; (2) integration of visual stimuli over time;\n(3) gestalt formation in and between spatially-localized feature maps\nand central movement representations; (4) contextual feedback\nto lower levels; and (5) the use of attention to focus processing\non particular spatial locations and particular high-level representations.\nSeveral novel connectionist mechanisms are developed\nand used in the implementation.\n\nIn particular, we present advances in connectionist representation of\ntemporal sequences and in using high-level knowledge to control\nan attentional mechanism. We show that recognition of gait can be\nachieved directly from motion features, without complex shape information,\nand that the motion information need not be finely quantized. \nWe show how the ""what"" and ""where"" processes in vision can be tightly\ncoupled in a synergistic fashion. These results indicate the value\nof the structured connectionist paradigm in modeling perceptual processes:\nno previous computational model has accounted for MLD recognition\nand we do not know how it would be approached in any other paradigm.'",0
"b'Rhetorical (Rhet) is a programming / knowledge representation system\nthat offers a set of tools for building an automated reasoning system.\nIts emphasis is on flexibility of representation. This document extends\nTR 326 with more information about the internals of the Rhet system.\nIn addition it provides the information needed for users to write their\nown builtin functions, or better lispfns (that use internally provided\nlibrary functions).'",0
"b""We propose a semantics for belief in which the derivation of\nnew beliefs from old ones is modeled as a computational process.\nUsing this model, we characterize conditions under which it is\nappropriate to reason about other agents by simulating their inference\nprocesses with one's own.""",0
"b""In the year 1876 the mathematician Charles Dodgson, who wrote\nfiction under the now more famous name of Lewis Carroll, devised a beautiful\nvoting system that has long fascinated political scientists.  However,\ndetermining the winner of a Dodgson election is known to be complete\nfor the \\Theta_2^p level of the polynomial hierarchy.  This implies\nthat unless P=NP no polynomial-time solution to this problem exists,\nand unless the polynomial hierarchy collapses to NP the problem is not\neven in NP.  Nonetheless, we prove that when the number of voters is\nmuch greater than the number of candidates---although the number of\nvoters may still be polynomial in the number of candidates---a simple\ngreedy algorithm very frequently finds the Dodgson winners in such a\nway that it ``knows'' that it has found them, and furthermore the\nalgorithm never incorrectly declares a nonwinner to be a winner.""",3
"b""Manipulators with large numbers of degrees of freedom, from the human\nhand to the trunk of an elephant, are common in the biological world.\nThese freedoms allow highly flexible and robust performance of complex\ntasks.  However, progress in developing and controlling artificial\nhigh-degree-of freedom manipulators has been slow.  The main problem\nis that traditional robotics has focussed on the solution of systems\nof kinematic equations where there is a unique solution.  Such\napproaches tend not to generalize well to situations with a\nhigh-dimensional solution space, and controlling redundant systems has\nacquired a reputation as a hard problem.  However, this need not be\nthe case.  In this paper, we describe a behavioral method for using\nextra degrees of freedom to simplify rather than complicate\nmanipulation problems, while at the same time obtaining more\nflexibility than would be available with a simpler system.  The method\nis developed in the context of a high DOF robot hand, but it has the\npotential to generalize to other sorts of manipulators.\n\nThe basic idea is based on the observation that, for a particular\ntask, using a custom-designed fitting can greatly simplify the control\nproblem. Using a wrench sized for a particular nut is an extreme\nexample.  We use the extra degrees of freedom to dynamically configure\nor ``tailor'' the manipulator to match the particular object and task\nat hand.  This creates a virtual tool.  The tailoring is\naccomplished by imposing low-level, task-specific constraints on the\ndegrees of freedom.  These constraints are selected dynamically from a\nlarge set of potential constraints in response to the demands of the\ncurrent task.  The process of smoothly transitioning from one virtual tool\nto another in the course of task execution is referred to as morphing.\nWe apply the technique to the control of a 16-DOF Utah/MIT hand, and\nperform fine manipulations on a range of objects using virtual tools that\nare dynamically instantiated on the basis of sensory information.""",1
"b'This report presents a method by which a reinforcement learning agent\ncan solve the incomplete perception problem using memory.\nThe agent uses a Hidden Markov Model (HMM) to represent its internal\nstate space and creates memory capacity by splitting states of the HMM.\nThe key idea is a test to determine when and how a state should be split:\nthe agent only splits a state when the split will help the agent predict\nutility. Thus the agent can build an internal state space\nproportionate to the task at hand, not as large as would be required\nto represent all of its perceivable world. I call the technique UDM,\nfor Utile Distinction Memory.'",0
"b'Fast track is a software speculation system that enables unsafe\noptimization of sequential code. It speculatively runs optimized code\nto improve performance and then checks the correctness of the\nspeculative code by running the original program on multiple\nprocessors.\n\nWe present the interface design and system implementation for\nFast Track. It lets a programmer or a pro\xc3\xaf\xc2\xac\xc2\x81ling tool mark fast-track\ncode regions and uses a run-time system to manage the parallel\nexecution of the speculative process and its checking processes and\nensures the correct display of program outputs. The core of the\nrun-time system is a novel concurrent algorithm that balances\nexploitable parallelism and available processors when the fast track\nis too slow or too fast. The programming interface closely affects\nthe run-time support. Our system permits both explicit and implicit\nend markers for speculatively optimized code regions as well as\nextensions that allow the use of multiple tracks and user de\xc3\xaf\xc2\xac\xc2\x81ned\ncorrectness checking. We discuss the possible uses of speculative\noptimization and demonstrate the effectiveness of our prototype\nsystem by examples of unsafe semantic optimization and a general\nsystem for fast memory-safety checking, which is able to reduce the\nchecking time by factors between 2 and 7 for large sequential code on\na 8-CPU system.'",2
"b""In the search for high performance, most transactional memory (TM)\nsystems execute atomic blocks concurrently and must thus be prepared\nfor data conflicts. These conflicts must be detected and the system\nmust choose a policy in terms of when and how to manage the resulting\ncontention.  Conflict detection essentially determines when the\nconflict manager is invoked, which can be dealt with eagerly (when\nthe transaction reads/writes the location), lazily at commit time, or\nsomewhere in between.\n\nIn this paper, we analyze the interaction between conflict detection\nand contention manager heuristics. We show that this has a significant\nimpact on exploitation of available parallelism and overall\nthroughput. First, our analysis across a wide range of applications\nreveals that simply stalling before arbitrating helps side-step\nconflicts and avoid making the wrong decision. HTM systems that don't\nsupport stalling after detecting a conflict seem to be prone to\ncascaded aborts and livelock. Second, we show that the time at which\nthe contention manager is invoked is an important policy decision:\nlazy systems are inherently more robust while eager systems seem prone\nto pathologies, sometimes introduced by the contention manager itself.\nFinally, we evaluate a \\textit{mixed} conflict detection mode that\ncombines the best of eager and lazy. It resolves write-write conflicts\nearly, saving wasted work, and read-write conflicts lazily, allowing\nthe reader to commit/serialize prior to the writer while executing \nconcurrently.""",2
"b""Electoral control refers to attempts by an election's organizer\n(``the chair'') to influence the outcome by adding/deleting/partitioning\nvoters or candidates.  The groundbreaking work of Bartholdi, Tovey,\nand Trick on (constructive) control proposes computational complexity\nas a means of resisting control attempts: Look for election systems\nwhere the chair's task in seeking control is itself computationally\ninfeasible.\n\nWe introduce and study a method of combining two or more\ncandidate-anonymous election schemes in such a way that the combined\nscheme possesses all the resistances to control (i.e., all the\nNP-hardnesses of control) possessed by any of its constituents: It\ncombines their strengths.  From this and new resistance constructions,\nwe prove for the first time that there exists an election scheme that\nis resistant to all twenty standard types of electoral control.""",3
"b""Neurons in the visual cortex are known to possess localized,\noriented receptive fields. It has previously been suggested that\nthese distinctive properties may reflect an efficient image encoding\nstrategy based on maximizing the sparseness of the distribution of\noutput neuronal activities or alternately, extracting the\nindependent components of natural image ensembles. Here, we show\nthat a relatively simple neural solution to the problem of\ntransformation-invariant visual recognition also causes localized,\noriented receptive fields to be learned from natural images. These\nreceptive fields, which code for various transformations in the\nimage plane, allow a pair of cooperating neural networks, one\nestimating object identity (``what'') and the other estimating\nobject transformations (``where''), to simultaneously recognize an\nobject and estimate its pose by jointly maximizing the \na posteriori probability of generating the observed visual data. We\nprovide experimental results demonstrating the ability of these\nnetworks to factor retinal stimuli into object-centered features and\nobject-invariant transformations. The resulting neuronal architecture\nsuggests concrete computational roles for the neuroanatomical\nconnections known to exist between the dorsal and ventral visual pathways.""",0
"b'Training a statistical machine translation system starts with\ntokenizing a parallel corpus. Some languages such as Chinese do not\nincorporate spacing in their writing system, which creates a challenge\nfor tokenization. Morphologically rich languages such as\nKorean and Hungarian present an even bigger challenge, since optimal\ntoken boundaries for machine translation in these languages are often\nunclear. Both rule-based solutions and statistical solutions are\ncurrently used. In this paper, we present unsupervised methods to\nsolve tokenization problem. Our methods incorporate information\navailable from parallel corpus to determine a good tokenization for\nmachine translation.'",0
"b""The problem of ambiguity is central to any theory of\nlanguage interpretation, whether our interest is in language\nprocessing in humans or in developing a usable natural language\nprocessing system. Psycholinguistic evidence suggests that human subjects\nare able to choose an interpretation when necessary, and\nthat competing factors are involved in this choice; however, no theory of\nlanguage interpretation deals satisfactorily with the combinatorial\nexplosion paradox---the fact that no matter how ambiguous natural language\nsentences are, they are usually interpreted without significant effort.\n\nThe main idea presented in this dissertation is that the scope preferences\nobserved in the literature are not obtained by an independent `scope\ndisambiguation' module, but are the result of independent interpretation\nprocesses such as definite description interpretation or the interpretation\nof modals. None of these interpretive procedures is especially concerned\nwith `scope disambiguation,' but the result of these inferences is that\nrelations of contextual dependency such as anaphoric reference or\npresuppositionality become part of the common ground; the scope preferences\nobserved in the literature reflect these relations of dependency. The\ndissertation includes a formal proposal concerning the representation of\ncontextual dependency and its impact on the semantics of sentence constituents.\n\nThe theory of ambiguity here presented is based on a distinction between\nsemantic ambiguity, that can be captured implicitly, by means of\nunderspecified representations, and perceived ambiguity, that results\nfrom the process of discourse interpretation. A new model of the common ground\nis introduced, that can be used to characterize both situations characterized\nby the presence of semantic ambiguity, and situations characterized by the\nexistence of perceived ambiguity.\n\nThe reasoning that leads to the establishment of scoping preferences\nmakes use, I argue, of information that is pragmatic in nature;\nthis calls for a model of discourse interpretation in which the\ncommon ground contains such information. In the case of spoken language\nconversations, the common ground must be a model of the\ndiscourse situation of the conversational participants.""",0
"b'Reuse distance is a basic metric for program locality.  The\ndistribution of reuse distances, called the reuse signature, shows the\naverage locality or the amount of actively used data.  Random access\nis often assumed in analytical models about program behavior.  An\ninteresting question is whether the reuse behavior of random data\naccess has a closed-form answer.  In this paper we prove that the\nlength of reuse distances of random access is uniformly distributed\nfrom 0 to n-1 when n is the size of data.  We also test random\ntraces of different lengths to show the effect on the distribution.'",2
"b'The TRAINS world is a transportation domain in which commodoties are\nmoved from site to site by various forms of transportation.\nIt includes factories, warehouses, trains, planes, ships and trucks\nand the agents that operate these facilities. The TRAINS world simulator\nis a general purpose graphical simulator that includes modules for\nsimulating the TRAINS world. The simulator allows extensions to the\nTRAINS world by providing a language for describing causal models.'",0
"b'We describe an appearance-based object recognition system using a keyed,\nmulti-level context representation reminiscent of certain aspects of cubist\nart. Specifically, we utilize distinctive intermediate-level features,\nin this case automatically extracted 2D boundary fragments, as keys,\nwhich are then verified within a local context, and assembled within a\nloose global context to evoke an overall percept. This system demonstrates\nextraordinarly good recognition of a variety of 3D shapes, ranging from\nsports cars and fighter planes to snakes and lizards with full orthographic\ninvariance. We report the results of large-scale tests, involving over 2000\nseparate test images, that evaluate performance with increasing number of\nitems in the database, in the presence of clutter, background change, and\nocclusion, and also the results of some generic classification experiments\nwhere the system is tested on objects never previously seen or modelled.\nTo our knowledge, the results we report are the best in the literature for\nfull-sphere tests of general shapes with occlusion and clutter resistance.'",1
"b""Using results from the field of robust statistics, we derive a class of\nKalman filters that are robust to structured and unstructured noise in the\ninput data stream. Each filter from this class maintains robust optimal\nestimates of the input process's hidden state by allowing the measurement\ncovariance matrix to be a non-linear function of the prediction errors.\nThis endows the filter with the ability to reject outliers in the input\nstream. Simultaneously, the filter also learns an internal model of input\ndynamics by adapting its measurement and state transition matrices using\ntwo additional Kalman filter-based adaptation rules. We present experimental\nresults demonstrating the efficacy of such filters in mediating\nappearance-based segmentation and recognition of objects and image sequences\nin the presence of varying degrees of occlusion, clutter, and noise.""",0
"b""This paper describes a formalism, Statistical Event Logic (SEL),\nthat adds statistical reasoning to Allen's planning language\n[Allen et al., 1991 (Reasoning about Plans)]. Interval temporal logic\nsupports reasoning about time and events; probability inferred from the\nplanner's experience supports reasoning about incomplete information.\nStatistical Event Logic can represent knowledge that allows a planner to\nreason both about choices based on incomplete knowledge and about\nthe future likely to result from these choices.""",0
"b""This thesis presents a bottom-up approach to understanding and\nextending robotic motor control by integrating human guidance. The focus\nis on dexterous manipulation using a Utah/MIT robot hand but the ideas\napply to other robotic platforms as well.\n\n{\\em Teleassistance} is a novel method of human/robot interaction in which\nthe human operator uses a gestural sign language to guide an otherwise\nautonomous robot through a given task. The operator wears a glove that\nmeasures finger joint angles to relay the sign language. Each sign serves\nto orient the robot within the task action sequence by indicating the next\nperceptual sub-goal and a relative spatial basis. Teleassistance merges\nrobotic servo loops with human cognition to alleviate the limitations of\neither full robot autonomy or full human control alone.\n\nThe operator's gestures are {\\em deictic}, from the Greek {\\em deiktikos}\nmeaning pointing or showing, because they circumscribe the possible\ninterpretations of perceptual feedback to the current context and thereby\nallow the autonomous routines to perform with computational economy and\nwithout dependence on a detailed task model. Conversely, the use of\nsymbolic gestures permits the operator to guide the robot strategically\nwithout many of the problems inherent to literal master/slave teleoperation,\nincluding non-anthropomorphic mappings, poor feedback, and reliance\non a tight communication loop.\n\nThe development of teleassistance stems from an analysis of autonomous\ncontrol, in light of recent advances in manipulator technology. This work\nalso presents a {\\em qualitative}, context-sensitive control strategy\nthat exploits the many degrees of freedom and compliance of dexterous\nmanipulators. The qualitative strategy governs the underlying autonomous\nroutines in teleassistance.""",1
"b'One of the less appreciated obstacles to scaling multi-agent systems\nis understanding the impact of the role(s) that people will play in those\nsystems. As we try to adapt existing software tools and agent-based\napplications to play supportive roles in larger multi-agent systems,\nwe must develop strategies for coordinating not only the problem-solving\nbehavior of these agent communities, but also their information sharing and\ninteractive behavior. Our research interest is in mixed-initiative control\nof intelligent systems [Burstein and McDermott, 1996; Burstein et al., 1998;\nFerguson et al., 1996a] and, in particular, of interactive planning systems\ncomprised of a heterogeneous collection of software agents. In this paper,\nwe describe our experience constructing a prototype tool combining elements\nof TRIPS [Ferguson and Allen, 1998], an interactive, mixed-initiative\nagent-based planning architecture using spoken natural language dialogue,\nwith the CAMPS Mission Planner, an interactive airlift scheduling tool\ndeveloped for the Air Force [Emerson and Burstein, 1999], together with\nsome related resource management agents representing other parts of the\nairlift planning organization. The latter scheduling tools were not\noriginally designed to participate as part of a mixed-initiative,\ninteractive agent community, but rather were designed for direct user\ninteraction through their own GUIs. We describe some requirements revealed\nby this effort for effective mixed-initiative interaction in such an\nenvironment, including the role of explanation, the need for contextual\ninformation sharing among the agents, and our approach to intelligent\ninvocation and integration of available agent capabilities.'",0
"b'This study of the Fall 2002 Computer Programming (CSC 171) course\nprovides a detailed analysis of the relationship between variables\nsuch as workshop attendance, gender, ethnicity and prior student ability\nand student performance. The results, detailed in the subsequent\nsections below, suggest the following:\n\n* Workshop attendance has a significantly positive impact on student\nperformance even after controlling for variations in gender and prior\nstudent ability.\n\n* Due to the small sample size of the female and minority groups,\nthe magnitude of the role gender and ethnicity plays in affecting\nstudent performance cannot be conclusively determined based on \nstatistical analyses.\n\n* Withdrawing female students performed significantly below their male\ncounterparts even though they attended more workshops on average,\nwhile female students who completed the course did not perform\nsignificantly differently from their male counterparts.\n\n* Prior student ability (as measured by SAT scores) is significant\nin affecting student performance.\n\n* Controlling for prior student ability alters the effect of workshop\nattendance on performance only slightly.  OLS regression results suggest\nan overestimation, logistic regression results suggest an underestimation\nof the effect prior to adding SAT scores.'",0
"b'Integrated, flexible, surviving, autonomous AI systems\nare on the horizon, raising new issues in systems support.\nThese systems typically embody hard real-time constraints (for servoing)\nand soft real-time constraints (solving problems to some level of\neffectiveness within some time constraints).\nWe assume an adequate hard real-time control substrate,\nand are concerned here with resource allocation for high-level\ndecision-making in Soft PArallel Real-Time ApplicationS (SPARTAS).\nSuch applications only need to respond to their environment\nquicker than their environment can dramatically change on them.\nSPARTAS often generate behavior by running high-level algorithms\nbased on a model of the world and on information from the environment.\nDesigning an executive for SPARTAS is challenging,\nsince in its full generality it calls for dynamic decision-making\nabout resource allocation, scheduling, choice of methods,\nand handling reflexive or reactive behavior smoothly\nwithin a context of planned or intended actions, and\na host of other issues not typically encountered either in\noff-line or hard real-time applications.\nAn important aspect of the environment for a SPARTA is its own state;\nwhat resources are being used for what purposes, and which are available.\nModern SPARTAS are written on parallel computers,\nfurther complicating matters.\nWe are designing Ephor, a run-time envirobnment for parallel machines\nto alleviate some of the difficulties faced by a SPARTA programmer.\nIn this paper we briefly describe Ephor,\nshow how it allows simpler application code, and\ndemonstrate that Ephor improves problem-solving performance\nin the presence of varying internal system state\nby dynamically choosing between different planners.'",0
"b'In a teleconference, reprojecting  a face can make it appear\nto be looking in a particular direction.  Thus reprojection can\nsubstitute for an individual camera for each member of the conference,\nsaving on hardware and transmission bandwidth.  Our reprojection\nalgorithm has an off-line part, which calculates fundamental matrices\nexpressing the relationships of different points of view.  \nDuring operation, the on-line part converts a single image into\npossibly several others that give conference participants the\nconsistent impression that the speaker is addressing a particular person.\nOur offline algorithm presents only an easy version of the generally\ndifficult correspondence problem.'",1
"b""Reinforcement learning is a promising technique for learning agents\nto adapt their own strategies in multi-agent systems. Most existing\nreinforcement learning algorithms are designed from a single-agent's\nperspective and for simplicity assume the environment is stationary,\ni.e., the distribution of the utility of each state-action pair does not\nchange. However, in a more realistic model of multi-agent systems, the\nagents are continually adapting their own strategies owing to different\nutilities at different times. Because of the non-stationarity, multi-agent\nsystems are more sensitive to the trade-off between exploitation,\nwhich uses the best strategy so far, and exploration, which tries to\nfind better strategies. Exploration is especially important to these\nchanging circumstances. In this paper, we assume that the utility of each\nstate-action pair is a stochastic process. This allows us to describe\nthe trade-off dilemma as a Brownian bandit problem to formalize Sutton's\nrecency-based exploration bonus in non-stationary environments.\nTo demonstrate the performance of the exploration bonus, we build agents\nusing Q-learning algorithm with a smoothed best response dynamics.\nThe simulations show that the agents can efficiently adapt to changes\nin their peers' behaviors whereas the same algorithm, using Boltzmann\nexploration, cannot adapt.""",0
"b'Active vision systems have the capability of continuously interacting\nwith the environment. The rapidly changing environment of such systems\nmeans that it is attractive to replace static representations with visual\nroutines that compute information on demand. Such routines place a premium\non image data structures that are easily computed and used.\n\nThe purpose of this paper is to propose a general active vision architecture\nbased on efficiently computable iconic representations. This architecture\nemploys two primary visual routines, one for identifying the visual image\nnear the fovea (object identification), and another for locating a stored\nprototype on the retina (object localization). This design allows complex\nvisual behaviors to be obtained by composing these two routines with\ndifferent parameters.\n\nThe iconic representations are comprised of high-dimensional feature vectors\nobtained from the responses of an ensemble of Gaussian derivative\nspatial filters at a number of orientations and scales. \nThese representations are stored in two separate memories.\nOne memory is indexed by image coordinates while the other is indexed by\nobject coordinates. Object localization matches a localized set of model\nfeatures with image features at all possible retinal locations.\nObject identification matches a foveal set of image features with\nall possible model features. We present experimental results for a near\nreal-time implementation of these routines on a pipeline image processor and\nsuggest relatively simple strategies for tackling the problems of occlusions\nand scale variations. We also discuss two additional visual routines\none for top-down foveal targeting using log-polar sensors and another\nfor looming detection, which are facilitated by the proposed architecture.'",1
"b'The goal of cache management is to maximize data reuse.\nCollaborative caching provides an interface for software to\ncommunicate access information to hardware. In theory, it can obtain\noptimal cache performance.\n\nIn this paper, we study a collaborative caching system that allows a\nprogram to choose different caching methods for its data. As an\ninterface, it may be used in arbitrary ways, sometimes optimal but\nprobably suboptimal most times and even counter productive. We develop\na theoretical foundation for collaborative cache to show the inclusion\nprinciple and the existence of a distance metric we call LRU-MRU stack\ndistance. The new stack distance is important for program analysis and\ntransformation to target a hierarchical collaborative cache system\nrather than a single cache configuration. We use 10 benchmark programs\nto show that optimal caching may reduce the average miss ratio by 24%,\nand a simple feedback-driven compilation technique can utilize\ncollaborative cache to realize 38% of the optimal improvement.'",2
"b'The TRAINS project is an effort to build a conversationally\nproficient planning assistant. A key part of the project is the\nconstruction of the TRAINS system, which provides the research\nplatform for a wide range of issues in natural language\nunderstanding, mixed-initiative planning systems, and representing\nand reasoning about time, actions and events.  Four years have now\npassed since the beginning of the project. Each year we have\nproduced a demonstration system that focused on a dialog that\nillustrates particular aspects of our research.  The commitment to\nbuilding complete integrated systems is a significant overhead on\nthe research, but we feel it is essential to guarantee that the\nresults constitute real progress in the field. This paper describes\nthe goals of the project, and our experience with the effort so far.\n\nThis paper is to appear in the Journal of Experimental and\nTheoretical AI, 1995.'",0
"b""A general-purpose object indexing technique is described that\ncombines the virtues of principal component analysis with the\nfavorable matching properties of high-dimensional spaces to achieve\nhigh precision recognition.  An object is represented by a set of\nhigh-dimensional iconic feature vectors comprised of the responses\nof derivative of Gaussian filters at a range of orientations and\nscales. Since these filters can be shown to form the eigenvectors of\narbitrary images containing both natural and man-made structures,\nthey are well-suited for indexing in disparate domains.  The\nindexing algorithm uses an active vision system in conjunction with\na modified form of Kanerva's sparse distributed memory which\nfacilitates interpolation between views and provides a convenient\nplatform for learning the association between an object's appearance\nand its identity. The robustness of the indexing method was\nexperimentally confirmed by subjecting the method to a range of\nviewing conditions and the accuracy was verified using a well-known\nmodel database containing a number of complex 3D objects under varying pose.""",1
"b'Many of the previous efforts in generalizing over knowledge\nextracted from text have relied on the use of manually created word\nsense hierarchies, such as WordNet. We present initial results on\ngeneralizing over textually derived knowledge, through the use of the\nLDA topic model framework, as the \xc3\xaf\xc2\xac\xc2\x81rst step towards automatically\nbuilding corpus speci\xc3\xaf\xc2\xac\xc2\x81c ontologies.'",0
