data,target 
b'sixth north american meeting of new ers in statistics and probability',14
"b'high resolution pacific paleomagnetic poles, hotspot motion,and true polar wander'",3
b'political contestation of race and state response during the civil rights movement',12
b'experimental development of an intertidal interaction web',10
"b'preferences, beliefs and behavior under subjective uncertainty'",2
"b'racial residential segregation, social isolation and homicide'",12
b'set covering problems in combinatorial optimization',15
"b'stratigraphic evidence for late quaternary temporal clustering of large earthquakes on the puente hills segment of the elysian park thrust, eastern los'",3
b'hydrology of braided river systems',5
b'mathematical sciences  geometric aspects of stochastic problems',14
b'molecular analysis of morphologically defined taxa in the montastraea annularis complex',10
b'the social organization of altruism and the procurement of human organs',12
b'social networks and labor market mobility',12
b'acquisition of combining optimizations to create powerful parallelization techniques',13
b'mathematical sciences  hyperbolic systems of conservation laws  theory and applications',6
b'electronic information literacy for educational environments',0
b'rui collaboraitve   mechanisms of induced pathogen resistance in seagrasses',10
b'microglial factor(s) regulate differentiation of cholinergic neuronal precursors',9
"b'technological change, human capital, and income distribution'",2
b'mathematical sciences  new directions in integrable systems',6
b'the politics of planning natural resource extraction in a fragile environment  a case from the brazilian amazon',12
b'individual behavior and population processes  spatial and multi-trophic aspects of insect-plant and host-parasitoid interactions',1
"b'variational and pde models, and their computation for image inpainting'",6
"b'the design, definition, and implementation of programming languages'",13
b'legal institutions and institutional change  an empirical investigation into the evolution of california water law',2
b'mathematical sciences  conley index theory and its applications',6
"b""persistence or extinction  demographic analyses of herbaceous understory plants' responses to the elevated deer abundance in forest communities""",1
b'mathematical sciences  on the numerical computation of the spectrum of singular sturm-liouville problems',6
"b'patterns, scale, and hydrology in a semi-arid catchment'",5
b'spatial patterns during succession in abandoned agricultural wetlands',1
b'mathematical sciences  the dynamics of defects and patterns in nematic liquid crystals',6
"b'mathematical sciences  a neural network, modeled by a nonlinear dynamical system'",6
b'intertemporal equilibrium  theoretical innovations and applications',2
b'molecular phylogenetic studies of anaerobic microbial community population structure and ecology',1
b'student resistance to learning  network analyses of the high school experience',12
b'distinct element simulations of the frictional behavior of granular shear zones',3
b'foundations of dna computing',15
b'student travel grant for student participation in 2002 summer  conference',14
b'wcr  linkages between the chemical weathering of black shales and metal contamination in aquatic systems',5
b'processing and characterization of passive films and coatings formed on steel by aqueous electrochemical process',7
"b'shakeouts, concentration and firm survival'",2
"b'berkeley symposium economics, statistics, and computation for 1998, 1999, 2000 in berkeley, california'",2
b'consequences of avian seed dispersalfor understory plants in primary forest in lowland costa rica',1
b'mathematical sciences  mathematical statistics for parametric and nonparametric procedures',14
b'a test-bed facility for  in video database benchmarking',0
b'the application of data flow testing to integration',13
b'monetary policy and the monetary transmission mechanism',2
b'endogenous fertility and the environment dynamics and welfare implications',2
"b'project leap  lightweight, empirical, anti-measurement dysfuntion, and portable software developer improvement'",13
b'real-time expert systems  theory and experimentation',13
b'institutional and legal sources of presidential power  policy making through executive orders',11
"b'interaction between substratum surface chemistry, conformation of contaminant upon adsorption, and availability for bacterial degradation'",1
b'toward a scientific basis for the design of integrated systems',13
b'flow laws for quartzo-feldspathic aggregates',3
b'learning in three by three bimatrix games; an investigation with experimental data',2
b'interactions between bacterioplankton communities and dissolved substrates at the bermuda atlantic time-series study station',10
b'foundations of program testing',13
b'an experimental study of parallel and distributed algorithms',15
b'approximation algorithms for np-hard problems in networks and biology',15
b'experiments in majoritarian bargaining',11
b'chicago regional data center',2
b'reproductive periodicity in planktonic sarcodines  implications for temporal variability in abundance and flux',10
b'auctions in pricing excludable public goods',2
b'transmitting inequality  an asset-based analysis of racial ethic inequality and its intergenarational transmission',12
b'late holocene expansion of utah juniper in wyoming  a modeling system for studying ecology of natural invasions',1
b'dynamic models of heterogeneous economics with applications to poverty and business cycles',2
b'a study of crustal anisotropy in alaska',3
"b'hydrogeologic analysis of oriented carbonate concretions, sierra ladrones formation, new mexico'",5
"b'the mechanisms of the massive transformation; st. louis, mo; october 8-12, 2000'",7
b'an estimate of fault friction properties and stressing rate from aftershocks',3
b'on the 1992 perot movement and party change',11
b'third party interventions in intrastate disputes',11
b'fault diagnosis and information dissemination in networks',8
b'improving the performance of dynamic storage allocation using behavior prediction',13
b'efficient method of moments estimation with application to stochastic differential equations',2
b'nyi  theory and implementation of declarative database systems',0
b'fly parasitism effects on fitness of bluebirds',1
b'novel nuclear signaling mechanisms in control of fgf-2 expression in astrocytes',9
b'modeling and simulation biological processes as logical enterprises',0
b'problems in dynamic macroeconomics',2
"b'on political culture and political participation in mainland china, taiwan, and hong kong  a comparative survey'",11
b'mathematical sciences  innovative statistical methods for biological life spans and oldest-old mortality',14
"b'democratization in the mexican states  political recruitment, institutional change, and public policy'",11
"b'eighth southwestern developmental biology conference; april 12-14, 1990; denton, texas'",9
b'global geomagnetic field modeling for modeling for 0-3000 years b.p.',3
"b'tests of postseismic deformation models with continued absolute gravity and gps measursements in alaska, phase i'",3
b'rathematical sciences  nonlinear problems of solid mechanics',6
b'inclusion as a basis for power in exchange networks',12
b'paleomagnetic studies of transitional behavior recorded in pleistocene lavas with emphasis on long-lived field states',3
b'packet network architecture and prorocols for video services',8
b'herbivory on freshwater macrophytes  quantifying plant damage and mechanisms of plant resistance',1
b'mathematical sciences  stochastic models for reliability of systems with dependencies among components',14
b'marine synechococcus ecotypes  seasonal and spatial distributions of physiological and genetic diversity',10
b'a query-based approach to database mining  database tools for rule discovery',0
"b""determination of the void volume in silicon single crystals for use in the precision measurement of avogadro's constant""",7
"b'expectations, the macro economy, and asset markets'",2
b'nsf/aid (crb)  declining amphibian populations in lower central america  evaluation of the phenomenon and its possible causes',1
b'mathematical sciences  mathematical modeling of island formation in strained semiconductor films',6
b'biological cycling of trace metals in the sea',10
"b'""basic evaluation and design techniques for communication networks""'",8
b'the economics of expertise',2
b'mathematical sciences  mathematical physics and continuum mechanics',6
"b'heterogeneity and adjustment  fixed costs, renovation, and diffusion of ideas'",2
b'the balance between heterotrophy and autotrophy in freshwater and marine sponges  effects of sponge morphology and flow regime',1
b'bandwidth allocation and traffic control in atm networks',8
b'seismic tomography of china and surrounding regions',3
b'planktonic community ecology  a test of hypotheses in a large temperate river',1
b'molecular approaches to planktonic protistan ecology',10
b'mathematical sciences  bayesian modeling and inference for time series with stable innovations',14
b'abr  comprehensive analysis and summarization of the super program',10
b'equilibrium search  theory and estimation of dynamic monopsony models',2
b'towards practical higher-order metalanguages',13
"b'effect of an unusual, large-scale recruitment of blue mussels in the gulf of maine rocky subtidal zone'",10
b'labor markets and business cycles',2
b'fast hirerarchical aggregation and decomposition algorithm for optimal routing in data networks',8
b'experimental analysis of species percolation through communities',1
"b'rapid underway measurement of zooplankton micro-patchiness, taxonomic composition, and size structure'",10
b'the weak temperature gradient equations for tropical atmosphere dynamics',6
b'the lagrangian averaged navier-stokes equations with applications to turbulence modeling',6
"b'us/prc earthquake studies protocol meeting september 14-22, 1991'",3
b'geomagnetic field for the last 5 ma',3
b'competitive differentiation in plants and limits to plasticity',1
b'ridge  postdoctoral fellowship  characterization of endolithic microbial communities in ocean ridge basalt glasses  an interdisciplinary approach',10
b'understory colonization in a neotropical rain forest',1
"b""political opportunity and women's strike support in the united states and great britain""",11
b'microbial cycling of dissolved organic phosphorus in the oligotrophic north atlantic  the nucleic acid connection',10
"b'the inner city, segregation, and social interactions'",2
b'qualitative behavior of nonlinear hyperbolic waves',6
b'study of feedback congestion control techniques',8
b'u.s. globec  dispersive and advective influences on the survival of cod and haddock larvae on georges bank',10
"b'r&d, physical capital, and the evolution of industry'",2
"b'elasticity of single crystal olivine as a function of composition, pressure and temperature to 6 gpa and 1100 k  ghz ultrasonic interferometry in a diamond'",3
b'selective translocation of pkc-delta to the nucleus in a neuronal model of apoptosis',9
"b'workshop  understanding urban ecosystems  a new frontier for science and education (april 27-29, 1999 at the institute for ecosystem studies in'",1
b'development of a model of wetland community structure  experimental testing and evaluation',1
b'routing and scheduling of file transfer in packet - switched networks',8
b'graphical markov models with interpretable structure',14
b'political science  lobbying strategies of american interest groups',11
b'assessing the impacts of global financial integration',2
b'complexity contract and compensation',2
b'geothermics of climate change',3
b'an investigation of cyclic rule behavior in integrity maintenance rules',0
b'evolutionary consequences of variable recruitment in a colonial hydroid',10
b'deep-sea biodiversity  a morphological dimension',10
"b'workshop  engineering automation for computer-based systems on october 26-29, 1998 at carmel, ca'",13
b'mathematical sciences  mathematical analysis of kinetic quantum transport models for semiconductors',6
b'extraocular factors that control retinal development',9
b'non-equilibrium collisional transport in nano and mesoscale modeling',6
b'mathematical sciences  mathematical tools for imaging reconstruction',6
b'graph algorithmic techniques for parallel and distributed computing',15
b'mathematical modeling of nano-patterns in electrochemical processes',6
b'chaos with multiple positive lyapunov exponents',6
b'marine biotech. fellowship  molecular characterization of cytochrome p450(s) in a marine fish  applications to environmental and ecological questions',10
b'measuring the contributions of new goods',2
b'the roles of predation and plant chemistry in the evolution of the host plant specialization',1
b'numerical methods for conservation laws',6
b'economics of the internet',2
b'rayleigh-taylor instability and mantle dynamics beneath mountain belts',3
b'the politics of supranational legal integration',11
b'lax pairs and the riemann-hilbert method for solving diffraction and scattering problems in geophysics',6
b'trading packet headers for packet processing',8
b'mapping the internal structure of the chicxulub impact structure',3
b'income redistribution in a federal system',2
b'explaining the design of social security programs',2
b'the mechanics of fractal fault gouge',3
"b'trade liberalization, wages, and employment in developing countries  the role of political economy and the informal sector'",2
b'analysis of infinite state systems',13
b'real-time spatio-temporal databases in support of human motor skills',0
b'social interaction and investor behavior in stock markets',2
b'viscosity and relaxation approximations of hyperbolic systems',6
"b'the thermodynamics, fluid dynamics and chemistry of deep mantle melts  models of archean magmatism'",3
b'a new framework for inference using quantitative and qualitative information',2
b'bacterial metabolism of low molecular weight thiols in coastal sediments',10
"b'mathematical sciences  numerical aspects of riccati transformation, invariant manifold approximation, and connected issues'",6
b'welfare and the well-being of children',2
"b""multi-diciplinary investigation of the earth's core-mantle boundary, a pilot project in cooperative studies of the earth's deep interior""",3
b'mantle convection models constrained by the history of plate motions',3
b'strain-induced ferromagnetism in intermetallic compounds',7
b'military participation ratios in the advanced industrial societies',12
b'expanding the spectral envelope',14
"b'mathematical sciences  methods for smoothing bivariate, irregularly spaced data'",14
b'global description of patterns far from onset',6
b'mathematical sciences  general global criteria for selectingclustering algorithms',14
b'us globec frontal exchange processes over eastern georges bank',10
b'toward improved models of caribbean plate motion and non-rigidity and the neotectonics of jamaica  continuation of caribbean global positioning system',3
b'the long-term profitability of automobile leasing',2
b'ecohab  zooplankton grazing of toxic alexandrium spp.as a mechanism in the control of bloom formation and toxin transfer',10
b'optimal curve estimation  from asymptotic to small sample sizes',14
b'locks with constrained sharing  a proposal',0
b'studies in continuum mechanics and materials science',6
b'iron limitation of silica production in the southern ocean  a companion proposal to the sofex experiment',10
b'properties of galaxies  constraints from gravitational lensing and dynamics',6
b'analysis of parallel search algorithms',15
b'effects of regulation on the price and quality of childcare',2
"b'chapman conference on microgal gravimetry  instruments, observations, applications; st. augustine, florida, march 1997'",3
b'molecular tracers of trophic links in pelagic food webs',10
b'an experimental and theoretical study of reactive wetting in low melting point alloy/metal systems',7
b'mathematical sciences  random coefficient models and robust analysis',14
b'reu  competitive displacement  the role of reproductive mode and parasitism',1
b'a functional data-parallel language for high performance computers',13
"b'nectar robbers, pollinators, and plants  the importance of direct and indirect effects on individuals and communities'",1
b'mathematical sciences  the geometry of highly nonlinear control systems',6
b'mathematical sciences  topics in statistical inference',14
b'control work for russian election study',12
"b'on a relational database on historical congressional statistics, 1788-1992'",11
b'complex statistical models  theory and methodology for scientific applications',14
"b'numerical modeling of the isotopic evolution of very old groundwaters in sedimentary basins  the 4he/3he, 36cl/35cl and 40ar/36ar systems'",5
b'rui   acoustics of directionally solidified metallic alloys',3
b'hydrogen-induced transformation superplasticity of titanium and ti-6al-4v',7
b'stream catchment interaction controlling doc concentration and composition under varying flow regimes in rocky mountain streams',5
"b'el nino impacted coral reefs in the tropical eastern pacificsecondary disturbances, recovery and modeling of population and community responses.'",10
b'theoretical investigation of core materials from first principles  solid and liquid phases and melting of iron',3
b'giving to the family versus giving to the community  private transfer networks in indonesia',2
"b'conference on the ""new institutionalism"" college park, md - february 1994'",11
b'superfluid turbulence in the low temperature regime',6
"b'investigating timescales of hydrologic transport in catchments using natural tracer time series, theoretical models, and'",5
b'life paths of a generation and societal institutions in the ussr and its successor states  a longitudinal study',12
"b'marriage, parenthood and earnings  the division of labor in us households'",2
b'structural aspects of average-case np-completeness',15
b'programming language foundations of computation theory',13
b'statistical methods in fast functional mri',14
b'query optimization for multi-database and data warehousing',0
b'modeling spatially-structured dynamics for benthic predation',10
"b'population, ideas, and economic growth'",2
b'learning in dynamic games',2
b'file structuring and information retrieval for large full text libraries',0
b'individual and firm heterogeneity in labor markets  studies of matched employee-employer data',2
b'starter grant  individual-based studies of ecological response to climate change at multiple spatial and temporal scales',1
b'flexible and adaptive statistical modeling',14
b'mathematical sciences  bifurcation and symmetry',6
b'statistical models of two-dimensional and geostrophic turbulence',6
b'developing a predictive approach for relating landscape attributes to carnivore distribution  a case study in the greater yellowstone',1
b'an experimental comparison of the fairness and learning hypotheses',2
b'synapse specification among motor neurons in caenorhabditis elegans',9
b'cmg   wavelet-based statistical analysis of multiscale geophysical data',14
b'identification problems in the social sciences',2
"b'cooperation, corporate culture, and industry dynamics'",2
b'mathematical sciences  second-order optimality conditions for problems with constraints',6
b'mantle fine structure from dense regional seismic networks',3
b'mathematical sciences  nonlinear self-focussing as a deterministic mechanism for generating spatial complexity in ecosystems',6
"b'study of the internal structure, dynamic rupture, and post-earthquake healing of the hector mine earthquake rupture zone using fault-zone trapped waves'",3
"b'egonomics  self-confidence, motivation, and self-presentation in social and economic interactions'",2
b'selling to financially-constrained buyers',2
b'reserach on nonlinear pdes and integro-differential equations in the complex plane',6
b'macroeconomic effects of labor and industrial policies',2
b'approximation algorithms for problems of various complexities',15
b'pattern formation in thin-film ferromagnets and in spinodal decomposition of polymer solutions',6
b'nsf/espirit workshop on database programming languages and environments',0
b'new and export productivity regulation by si and fe in the equatorial pacific ocean',10
b'gravitational radiation sources for cryogenic resonant bar detectors',4
b'network protocols and the causes of chaotic traffic',8
"b'on selection bias in media coverage of demonstrations in washington, d.c. 1983, 1991'",12
b'a study of massive and other phase transformations in tial- based intermetallic alloys',7
"b'eu-us workshop on large scientific databases, september 8-9, 1999, annapolis, maryland'",0
b'asymptotic methods in financial mathematics',6
b'self-consistent kinematics and dynamics of the u.s.',3
b'conservation laws for multiphase flow',6
b'quantifying cratons and plate motions with tomography',3
b'on quantized fields and gravitation',4
b'silicate reaction kinetics in a major groundwater aquifer',5
b'a formal approach to requirements analysis and design',13
"b'si, n and p limitation in the northern gulf of mexico  phytoplankton responses to increased n and p delivery from the mississippi'",10
b'constraints and drivers of pinyon-juniper woodland dynamics',1
"b""3-d slabs in the earth's mantle  code development, dynamics and synthesis""",3
b'support for student speakers at mfps',13
b'getting down to basics using university and corporate patents to identify basic inventions and trace their diffusion',2
b'globec  long-term observation program in the marine ecosystem of the northern california current',10
"b'an architecture for building dynamic, adaptive systems'",8
b'evolution of virulence of a fungal pathogen of the gypsy moth',1
b'profile driven architecture for data management in pervasive environments',0
b'a workshop on assessing global glacier recession',5
b'a theoretical study on the governing laws for fluid transport in rough fractures',5
b'in nonlinear problems arising in mechanics',6
b'approximate reasoning in stochastic concurrency  applications to secure substitution and stochastic hybrid systems',13
b'inductive databases and knowledge scouts',0
b'cabinet turnover in parliamentary democracies',11
b'network design and traffic recovery procedures for survivable wide area packet networks',8
b'population variation in predation effects on the life history and ecology of the salamander desmognathus quadramaculatus.',1
b'variational analysis and dynamic optimization',6
b'local media coverage of congress and its members',11
b'mathematical sciences  inference for nonparametric regresssion',14
b'powre  thin film magnets via reactive rf co-sputtering',7
"b'the effects of olivine anisotropy on liquid distribution, seismic, and electrical properties of partial melts of the upper mantle'",3
"b'management, analysis and representation of large scientific databases'",0
b'isolation testing for transactional systems',0
b'experimental study of the origin and nature of high pressure faulting relevant to earthquakes in subducting lithosphere',3
b'lsr-based group communication protocols for atm networks',8
b'a coupled modeling and empirical approach to the study of the life history and physiological ecology of cold seep vestimentiferans and communities',10
"b'from fair employment to equal opportunity and beyond  race, liberalism, and the politics of the new deal order, 1941-1971'",12
b'transgenic models of neuroendocrine cell differentiation',9
"b'coll res  interaction of saline-formation water, near- surface ground water, and large lakes'",5
b'evaluation of approximate query processing for real- time databases',0
b'light regulation of carbon partitioning and growth of eelgrass',10
b'estimating models with product differentiation and endogenous product characteristics',2
b'net effects of rising co2 on the performance of plants and their insect herbivores',1
b'multi-scale heterogeneity of the stream-dominated alluvial fan  new perspective and implications for transport',5
"b'hydrologic, geomorphic, & chronologic record of paleofloods,lake-building events & climate change during the late quat- ernary  analysis of integrated'",5
b'nitrate-ammonium interactions and nitrate supply in the regulation of arabian sea regional new production.',10
b'chinese scientific elite -- a chinese test of the universalism of scientific elite formation',12
b'undergraduate  in minority group demography',12
b'estimation of surface fluxes from time-series of temperature and soil moisture',5
b'dynamics of task-oriented communication  tests of computer models of affect control theory',12
b'mathematical sciences  development of mathematical methods for fluid dynamics and related sciences',6
b'the direction of technical change and economic growth',2
b'a numerical approach to black hole physics',4
"b'a post-crisis analysis of the attitudes and value orientations of the islamic publics in egypt, iran and morocco'",12
"b'scale, exchange rates, and the impact of predators on prey populations in streams'",1
b'an archival digital libraries repository',0
b'mathematical sciences  polya trees for nonparametric bayesian analysis',14
b'mathematical sciences  on-site  to advance industrial quality and productivity',14
b'chemically mediated interactions in a sedimentary assemblage',10
b'chemical remagnetization  testing the orogenic fluid hypothesis',3
b'adaptive admission control for broadband communication',8
b'political science  policy uncertainly and attitude strength in candidate evaluations',11
"b'implications of longtailed traffic in networks  analysis, measurements and management'",8
b'peer effects in a randomized setting',2
b'use of known algal responses and chemically quantified sea water to define mineral aerosol as a phytoplankton micronutrient source',10
b'effects of habitat modification on arthropod community structure and food web dynamics in an agroecosystem',1
b'efficiency and stability in economic environments with asymmetric information',2
b'an experimental comparison of multi-unit auctions',2
"b'high performance p/m components conference; coimbra, portugal; april 28 - may 3, 2002'",7
b'security price transactions database',2
b'laboratory studies of streaming potentials at in-situ p/t conditions',3
"b'workshop on firm-level gender inequalities in transitional societies, spring 2003'",12
b'programming with first-class contexts',13
b'seismic strain along the san adreas fault system',3
b'atomic scale studies of heterophase metallic interfaces',7
b'the art of conversation',2
b'patterns of serial fault rupture in taiwan',3
b'in gravitation theory and astrophysics',4
"b'the third international butterfly ecology and evolution symposium  butterflies as model systems, to be held in mt. crested butte, co, on august 15-19, 1998'",1
b'reliable broadcast for partitionable networks',8
b'ecological effects of a host range expansion by a weevil imported for biological control',1
b'differentiated product oligopolies and the antitrust litigation model',2
"b'diversity, specificity, and dynamics of rhizobia-legumes associations in canyons of the sonoran desert'",1
"b""macroeconomic policy and financial markets during the 1930's""",2
b'topics in computational complexity and computational learning theory',15
"b'nanostructured intermetallic alloys - annealing behavior, microstructural control and influence of scale in reversibly ordering systems'",7
b'us-globec  phytoplankton and protozoa in the diets of copepods and larval cod on georges bank',10
b'top-down control of primary production in atlantic salt marshes',1
b'political science  the political implication of motivation to control prejudice reactions',11
b'real time distributed data mining for sensor networks',0
b'getting saved from the public school  conservative protestant identities and alternative education',12
"b'political science  ""federal-state divided government. consequences for the mexican federal system""'",11
b'ciliary neurotrophic factor receptors on neuroblastoma cells',9
b'combining insar and gps measurements of active tectonic deformation within the arabia-eurasia continental collision zone',3
b'pyi  computational problems in network design',15
b'algorithmic issues in communication networks',15
b'political science  the empirical and theoretical significance of the international status quo',11
b'learning and economic decisions',2
b'high resolution imaging of seismic velocity discontinuities',3
b'the interplay of biotic and abiotic factors in a chilean semiarid community  a long-term study at multiple temporal and spatial scales',1
b'multidisciplinary investigations of structure and deformation beneath southern africa',3
"b'the private dimension of racial governance  philanthropic contributions to racial formation in the u.s. nonprofit sector,'",12
"b'u.s. globec  phase ii, retention processes -- moorings and highly-resolved hydrography'",10
b'on graphical markov models and related topics in multivariate statistical analysis',14
b'simulation and semiparametric estimation of microeconometricmodels',2
b'the directional theory of issue voting',11
b'development of photoreceptor connectivity',9
"b'astrophysical sources of gravitational radiation for ground-based detectors; drexel university; october 30 - november 1, 2000'",4
b'museum-based approaches to ecology and evolution of aquatic systems  an integrated  and educational program',1
b'dynamical systems with infinitely many degrees of freedom in mathematical physics',6
b'modelling of scattered data on manifolds',6
"b'circuit complexity  grid graphs, planar circuits, and lower bounds'",15
b'effects of a major flood on secondary production of zooplankton in the ohio river  implications for ecosystem theory and river management',1
"b'cliometrics conferences, 2003, 2004, and 2005'",2
b'nirt  uncovering deformation mechanisms of nanostructured materials',7
b'adaptive power control & link quality maintenance in wireless communication networks',8
b'dynamical systems in biology',6
"b'randomized algorithms for matricies, graphs, and convex sets'",15
b'foundations of software design in theories of contingent value',13
b'a new approach for processing compressed data',0
b'theory and practice of biological weed control  experiments with the ragwort system',1
b'globec northeast pacific retrospective study  long-term variability in salmon abundance in the gulf of alaska and california current systems',10
b'large-scale experimental test of recruitment limitation in marine fish',10
b'marine biotech fellowship  the population genetic consequences of histocompatibility in a colonial ascidian',10
b'a method for obtaining geophysically rigorous estimates of sea-level rate and acceleration',3
b'mathematical sciences  studies in stochastic optimization',6
b'inference about predictive accuracy; exchange rate volatility  inventory models',2
"b'an infrastructure in support of configurable, consistent, interactive computational steering'",13
b'spatially-explict models of fish growth rate potential  integration of acoustics and ecological modeling',10
b'predictable deforestation  a typed approach to eliminating virtual aggregates',13
"b'risk, insurance and wealth in northern nigeria'",2
b'icemelt  a seismic search for signatures of melt generationand mantle flow beneath northern iceland',3
b'coercive strategies in power-dependence relations',12
b'regularities in large systems',13
b'mathematical sciences  classical and quantum integrable systems',6
b'delinquency and depression in the transition to adulthood  toward a theory of deviant adolescent role exits to adult disadvantage',12
b'discontinuous grazing pressure by microzooflagellates on marine synechococcus',10
b'post-translational regulation of n-cadherin during neural development',9
b'u.s.-ussr summer program for young investigators in cosmology; june 1991; usa',4
"b'workshop on an infrastructure for temporal databases; arlington, texas; june 14-16, 1993'",0
b'a randomized trial on educational inputs in kenya',2
b'isostatic rebound of lake lahontan  constraints on lithospheric thickness and upper mantle viscosity',3
"b'nonlinear population dynamics  mathematical models, biological experiments, and data analyses'",6
b'maintaining constraints in real-time data management systems',0
b'plasticity of larval feeding structures',10
"b'predicting transport through heterogeneous facies assemblages  geostatistical anatomy of buried-valley aquifiers, ii'",5
b'mathematical issues in the modeling and simulation of self-consistent charge particle transport',6
b'the systematic study of senate elections',11
b'expansion and impact of the world human rights regime longitudinal and cross-national analyses over the twentieth century',12
b'subdifferentials and their applications to control theory',6
b'northwestern canada seismic experiment',3
b'mathematical sciences  new results in sampling and wavelet applications in tomography',6
b'cell interaction-dependent neural development',9
b'unions and firm solvency',2
b'the spatial distribution of abundance  analysis of the geographic range',1
b'reactive convection cells  a mechanism for transport and precipitation of salt in fractures under evaporative conditions',5
b'jhe role of mesozooplankton in the biological pump of the central equatorial pacific ocean',10
b'singular perturbation & riemann problems',6
b'an investigation of the relationship between community composition and metabolic capabilities of coastal bacterioplankton communities',10
b'design and analysis of dynamic processes  a stochastic approach',15
b'mathematical sciences  inference for nonparametric function estimators',14
b'computational modeling of interdiffusion microstructures',7
b'rigidity and flexibility in social systems',2
b'fundamental and applied problems in granular flows',6
b'mathematical sciences  numerical approximation of strongly nonlinear problems',6
b'low-frequency attenuation in polycrystalline silicates and silicate partial melts',3
b'fast 3-d geo-electromagnetic inversion based on quasi-linearapproximation',3
"b'nonmarket institutions, coercive power, and economic efficiency'",2
b'forest response to climate change  integrating seed dispersal models and molecular markers with the paleoecological record.',1
b'understanding properties of dynamically evolving objects andtheir schemas in object oriented databases',0
b'bacterivorous ciliates in marine food webs  lipid chemistry and copepod nutrition',10
b'evaluating decomposition slicing as a software maintenance methodology',13
b'analysis of mathematical models in ecology',6
b'biochemical messengers as inducers in plant-animal interactions',1
b'principles of embedded language design',13
b'travel grants for hydroinformatics 2000 4th international conference',5
b'on-line problems in graphs and sets',15
b'transcriptional regulation of neural cell fates',9
"b'mathematical sciences  nearly integrable nonlinear wave phenomena theory and applications""'",6
b'design of translucent optical wdm networks',8
b'principles of semantic interoperation',0
b'automated monitoring of pelagic fish assemblage during el nino/southern oscillation (enso)',10
b'stepwise enhancement  a methodology for prolog programming',13
b'bayesian modeling in the wavelet domain with applications in atmospheric turbulence',14
b'modeling dynamic processes in the intracranial system',6
b'a novel molecular approach to nitrogen fixation in marine ecosystems',10
"b'sales, consumer inventory and non-linear prices'",2
"b'frames for signal processing, wireless communication and transmission losses'",6
b'keeping found things found on the web  how do users get back to relevant web pages?',0
"b'gordon  conference on the chemistry of plant- herbivore interactions; ventura, ca; january 27-31, 1992'",1
b'a seismic refraction/wide angle relfection transect through the northridge epicenter',3
b'mathematical sciences  systems of pdes  viscosity solutions and optimal control applications',6
"b""the 14th annual pl/darpa seismic  symposium tucson, arizona (sept. 16-18, '92)""",3
b'hierarchical constraint logic programming languages',13
"b'argentine industrialization  state action, firm behavior, and finance markets'",2
b'the political economy of international trade relations (accomplishment-based renewal)',2
b'flexible transactions in dbms  formalism and support using active capability',0
"b'mathematical sciences  ""markov dependence in statistics andinformation theory and statistical problems in physical mapping""'",14
b'studies in gravitational waves and neutron star ocean waves',4
b'lower bounds in parallel complexity',15
b'immigrant entrepreneurs  opportunity structure and inter-group relations',12
"b""a proposal to evaluate the labor market consequences of an extension of the san francisco bay area's commuter rail system""",2
"b'nber annual macroeconomics conference to be held in boston, ma 1997-1999'",2
b'point defects in intermetallics using pac',7
b'heterogeneous consumer search and social learning  empirical studies',2
b'mathematical sciences  cross-disciplinary workshops in statistics',14
b'training group on the role of cognition in collective political decision making',11
b'getting to the core  the effect of bicameralism and the committee system on coalition formation',11
"b'mathematical sciences  topology, geometry, and energetics ofclosed circular dna'",6
"b'cobble landscape structure, spatial gradients in predation, and variable demographic bottlenecks in the american lobster'",10
"b'1997 ieee infocom international conference on computer communications; april 7-11, 1997; kobe, japan'",8
b'continuing  on international comparisons of outputs and prices',2
"b""reframing u.s. women's work in 1900""",12
b'ribosomal dna sequences in marine yeasts  a model for identification and quantification of marine eukaryotes',10
b'charitable giving  a field test of rebates and matching subsidies',2
b'role of cholinergic factor in developing nervous tissue',9
b'abr  colony integration in the clonal marine benthos',10
b'minority  initiation planning grant  the unified black movement in bahia  its ideological links to baiano afro-brasileiros',11
b'scalable static techniques for exhaustive and incremental analyses of c systems',13
b'experimental studies of population and community dynamics in protist food webs',1
"b'purchase of sesidata 4, 6, and 8 lines'",3
b'linking dispersal and population dynamics of white-footed mice to tree seed predation in patchy landscapes',1
b'growth and level of aggregates',2
b'control of high-speed networks',8
"b'privatizing property rights and reshaping state-peasant relations  a preliminary study of the implementation of ejido reform in michoacan, mexico'",12
b'divided government and deficits in the states',11
b'habitat suitability and the distrbution of species',1
"b'information economics, confidential settlement bargaining and judicial decision-making'",2
"b'mathematical sciences  dimension, smoothness and functional equations'",6
b'women in science  recruitment and retention',12
b'mathematical sciences  statistics for geophysics',14
b'approximation of np-hard problems  algorithms and complexity',15
b'biomolecular analysis of microscopic trophis interactions',1
b'the content and timing of media coverage of message events  cycles and comparisions',12
"b'curve estimation models for high-dimensional, multivariate, and discontinuous data'",14
b'the seismological structure of the tonga slab and lau backarc basin',3
"b'game-theoretic, evolutionary, and adaptive approaches to coordination'",2
b'on dynamic general equilibrium theorywith distortions',2
"b'seasonal and interannual variability of the alaska coastal current  long-term, three-dimensional observations using a telemetering, autonomous vehicle'",10
b'transnational contention  seattle and after',12
b'globec   effects of seasonal and interannual variability of zooplankton populations in the california current system using coupled',10
